0 -0.018470302 21.571148 -3.2108543 -5.2027569 -33.320702 7.1192157e-13 
0.0099999998 -0.021673044 21.925016 -2.8475928 -5.1576366 -33.414532 7.3373626e-13 
0.02 -0.025785411 22.311022 -2.4321153 -5.0563536 -33.564148 7.6346628e-13 
0.029999999 -0.030251384 22.706045 -2.0065114 -4.9188614 -33.795841 7.9625363e-13 
0.039999999 -0.034347266 23.076715 -1.6310964 -4.7798262 -34.131126 8.3075425e-13 
0.050000001 -0.037506413 23.386461 -1.3529643 -4.6710596 -34.576427 8.6680538e-13 
0.059999999 -0.039520614 23.603054 -1.1859031 -4.6067963 -35.120155 9.0443435e-13 
0.07 -0.040487535 23.702696 -1.114971 -4.5826063 -35.739048 9.4370096e-13 
0.079999998 -0.040630277 23.67033 -1.1129525 -4.583704 -36.40723 9.8467393e-13 
0.090000004 -0.040160369 23.498331 -1.1531773 -4.5933356 -37.102043 1.0274263e-12 
0.1 -0.039229918 23.185284 -1.2146254 -4.5971856 -37.805756 1.0720346e-12 
0.11 -0.037937466 22.735363 -1.2822276 -4.5845594 -38.505024 1.1185793e-12 
0.12 -0.036349084 22.157967 -1.3455861 -4.548141 -39.189774 1.1671437e-12 
0.13 -0.034516457 21.467289 -1.3976729 -4.483428 -39.852245 1.217815e-12 
0.14 -0.032487635 20.681618 -1.4339204 -4.3882179 -40.486382 1.2706834e-12 
0.15000001 -0.030311529 19.822313 -1.4516473 -4.2622333 -41.08749 1.325843e-12 
0.16 -0.028038409 18.912554 -1.449687 -4.1068034 -41.652096 1.3833905e-12 
0.17 -0.025718274 17.976004 -1.4281038 -3.9245815 -42.177818 1.4434258e-12 
0.18000001 -0.023398491 17.035534 -1.3879405 -3.7192497 -42.663322 1.50605e-12 
0.19 -0.021121502 16.112116 -1.3309709 -3.4952178 -43.108242 1.5713646e-12 
0.2 -0.018923104 15.224028 -1.2594639 -3.2573278 -43.513062 1.6394672e-12 
0.20999999 -0.016831443 14.386324 -1.1759675 -3.0105779 -43.87899 1.7104468e-12 
0.22 -0.014866762 13.610647 -1.0831268 -2.7598867 -44.207844 1.7843722e-12 
0.23 -0.013041721 12.905285 -0.98354548 -2.5099099 -44.501858 1.8612742e-12 
0.23999999 -0.011362195 12.275438 -0.87969446 -2.2649107 -44.763573 1.9411139e-12 
0.25 -0.0098283142 11.723621 -0.77386409 -2.0286934 -44.995697 2.0237278e-12 
0.25999999 -0.0084356135 11.25014 -0.66815668 -1.8045824 -45.200977 2.1087416e-12 
0.27000001 -0.0071761631 10.853597 -0.5645076 -1.5954473 -45.382133 2.1954385e-12 
